id,text,irony,sarcasm,topic,lemmatized_text,cleaned_text,cleaned_text_mention_hashtag,sentiment,emotion
8.448989284326973e+17,"Sanno che non gli faranno nulla ... cacciamo i rom, dall'Italia, con la forza e senza pietà ...",0.0,0.0,HSC,sapere nulla cacciare rom Italia forza senza pietà,sanno nulla cacciamo rom italia forza senza pietà,sanno nulla cacciamo rom italia forza senza pietà,negative,anger
6.815924681403433e+17,"Sandro Bondi: ""Vorrei essere dimenticato"". Ecco, hai rovinato tutto. [@LaiMassimiliano]",1.0,0.0,TW-SPINO,Sandro Bondi volere dimenticare ecco rovinare @LaiMassimiliano,sandro bondi vorrei dimenticato ecco rovinato @laimassimiliano,sandro bondi vorrei dimenticato ecco rovinato @mention,negative,sadness
6.76082656531112e+17,Samantha Cristoforetti non va alla Leopolda. Sa già che non c'è vita. [@Milingopapa],1.0,0.0,TW-SPINO,Samantha Cristoforetto andare Leopolda sapere già vita @Milingopapa,samantha cristoforetti va leopolda sa già vita @milingopapa,samantha cristoforetti va leopolda sa già vita @mention,positive,joy
6.815357854688666e+17,Salvini: “Il blocco del traffico è una cazzata”. A meno che non riguardi il Mediterraneo.  [CONTINUA su https://t.co/oDPUtx2DvV],1.0,0.0,TW-SPINO,Salvini blocco traffico cazzata meno riguardare Mediterraneo continuare @url,salvini blocco traffico cazzata meno riguardi mediterraneo continua @url,salvini blocco traffico cazzata meno riguardi mediterraneo continua @url,negative,anger
5.6049090173550176e+17,Salvini: “Al Quirinale vorrei Vittorio Feltri“. È già abituato a mettere la firma su delle stronzate. [@pirata_21],1.0,1.0,TW-SPINO,Salvini Quirinale volere Vittorio Feltri già abituare mettere firma stronzata @pirata @number,salvini quirinale vorrei vittorio feltri già abituato mettere firma stronzate @pirata @number,salvini quirinale vorrei vittorio feltri già abituato mettere firma stronzate @mention,negative,anger
7.125853484343665e+17,"Salvini: ""Ero all'aeroporto, la polizia mi ha fermato"". L'ordine era di bloccare i fanatici che vogliono distruggere l'Europa. [@gmbugs]",1.0,1.0,TW-SPINO,Salvini aeroporto polizia fermare ordine bloccare fanatico volere distruggere Europa @gmbugs,salvini aeroporto polizia fermato ordine bloccare fanatici vogliono distruggere europa @gmbugs,salvini aeroporto polizia fermato ordine bloccare fanatici vogliono distruggere europa @mention,negative,anger
6.230257569317847e+17,"Salvini: ""È meglio la prostituzione della cannabis"". Non direbbe così se sua madre spacciasse. [@dan11meancactus]",1.0,1.0,TW-SPINO,Salvini meglio prostituzione cannabis dire così madre spacciare @dan11meancactus,salvini meglio prostituzione cannabis direbbe così madre spacciasse @dan11meancactus,salvini meglio prostituzione cannabis direbbe così madre spacciasse @mention,negative,anger
6.818514292466483e+17,"Salvini: ""Dei conigli si sono introdotti nella mia pagina Fb"". Ma era piena di merda anche prima.  [CONTINUA su https://t.co/oDPUtx2DvV]",1.0,1.0,TW-SPINO,Salvini coniglio introdurre pagina Fb pieno merda primo continuare @url,salvini conigli introdotti pagina fb piena merda prima continua @url,salvini conigli introdotti pagina fb piena merda prima continua @url,negative,anger
6.339152639105884e+17,"Salvini: ""A settembre fermerò l'Italia per tre giorni"". Si sta preparando a dire la stronzata definitiva. [comagirl00]",1.0,1.0,TW-SPINO,Salvini settembre fermare Italia tre giorno preparare dire stronzata definitivo comagirl @number,salvini settembre fermerò italia tre giorni preparando dire stronzata definitiva comagirl00,salvini settembre fermerò italia tre giorni preparando dire stronzata definitiva comagirl00,negative,anger
5.858865462655672e+17,"Salvini,oltre a propagandare aggressività,riuscirà a superare il complesso del narciso felpato?Dopo immigrati,rom,si dedicherà ai politici?",1.0,1.0,HSC,Salvini oltre propagandare aggressività riuscire superare complesso narciso felpato dopo immigrato rom dedicare politico,salvini oltre propagandare aggressività riuscirà superare complesso narciso felpato dopo immigrati rom dedicherà politici,salvini oltre propagandare aggressività riuscirà superare complesso narciso felpato dopo immigrati rom dedicherà politici,negative,anger
6.260826706368307e+17,Salvini propone la leva obbligatoria per i giovani italiani. Sarà una buona idea armare così tanti disoccupati? [@LughinoViscorto],1.0,0.0,TW-SPINO,Salvini proporre leva obbligatorio giovane italiano buono idea armare così tanto disoccupato @LughinoViscorto,salvini propone leva obbligatoria giovani italiani buona idea armare così tanti disoccupati @lughinoviscorto,salvini propone leva obbligatoria giovani italiani buona idea armare così tanti disoccupati @mention,negative,anger
5.398601544064041e+17,Salvini nudo sulla copertina di “Oggi“. Adesso sappiamo perché odia i negri. [@ZipSatiraLampo],1.0,1.0,TW-SPINO,Salvini nudo copertina oggi adesso sapere odiare negro @ZipSatiraLampo,salvini nudo copertina oggi adesso sappiamo odia negri @zipsatiralampo,salvini nudo copertina oggi adesso sappiamo odia negri @mention,negative,anger
5.801399131794678e+17,"Salvini critica tutti gli stranieri in Italia,ma lo stupratore e l'investitore italiani,non sono degni di sdegno,esempio del nulla politico.",1.0,1.0,HSC,Salvini critica straniero Italia stupratore investitore italiano degno sdegno esempio nulla politico,salvini critica stranieri italia stupratore investitore italiani degni sdegno esempio nulla politico,salvini critica stranieri italia stupratore investitore italiani degni sdegno esempio nulla politico,negative,anger
7.086392571544904e+17,"Salvini cancella un tweet che incitava a sparare ai giudici, poi si scusa: ""Lo staff ha sbagliato"". A cancellarlo. [@maurofodaroni]",1.0,1.0,TW-SPINO,Salvini cancellare tweet incitare sparare giudice poi scusare staff sbagliare cancellare @maurofodaroni,salvini cancella tweet incitava sparare giudici poi scusa staff sbagliato cancellarlo @maurofodaroni,salvini cancella tweet incitava sparare giudici poi scusa staff sbagliato cancellarlo @mention,negative,anger
4.640704455670661e+17,Salvini cacciato da Napoli. Ora proviamo con Giovanardi a Mykonos. [@gmbugs],1.0,0.0,TW-SPINO,Salvini cacciare Napoli ora provare Giovanardi Mykonos @gmbugs,salvini cacciato napoli ora proviamo giovanardi mykonos @gmbugs,salvini cacciato napoli ora proviamo giovanardi mykonos @mention,negative,anger
6.713494938922557e+17,"Salvini all'Isis: ""Ho fatto un anno di servizio miltare"". Aggiungi un anno di judo e si arrendono.  [CONTINUA su https://t.co/oDPUtx2DvV]",1.0,0.0,TW-SPINO,Salvini Isis anno servizio miltare aggiungere anno judo arrendere continuare @url,salvini isis fatto anno servizio miltare aggiungi anno judo arrendono continua @url,salvini isis fatto anno servizio miltare aggiungi anno judo arrendono continua @url,negative,anger
6.187819001618719e+17,"Salvini all'Europarlamento con la maglietta ""No Euro"". Glielo scriverei nella prossima busta paga. [@LughinoViscorto]",1.0,1.0,TW-SPINO,Salvini Europarlamento maglietta no euro glielo scrivere prossimo busta pago @LughinoViscorto,salvini europarlamento maglietta no euro glielo scriverei prossima busta paga @lughinoviscorto,salvini europarlamento maglietta no euro glielo scriverei prossima busta paga @mention,negative,anger
1.3474045045938995e+17,"Salvini (Lega), no a un un governo (Monti) fatto da gente del mondo della finanza, che ha inguaiato l'Italia #piazzapulita #facciatosta",0.0,0.0,TW-SENTIPOLC,Salvini lega no governo Monti fatto gente mondo finanza inguaiare Italia #piazzapulita #facciatosta,salvini lega no governo monti fatto gente mondo finanza inguaiato italia #piazzapulita #facciatosta,salvini lega no governo monti fatto gente mondo finanza inguaiato italia @hashtag @hashtag,negative,anger
5.878965417902612e+17,Salvini : pronti ad occupare strutture per accogliere i profughi. Lui occupa poltrona in parlamento da quando era un pischello.E'ancora la.,1.0,1.0,HSC,Salvini pronto occupare struttura accogliere profugo occupare poltrona parlamento quando pischello ancora,salvini pronti occupare strutture accogliere profughi occupa poltrona parlamento quando pischello ancora,salvini pronti occupare strutture accogliere profughi occupa poltrona parlamento quando pischello ancora,negative,anger
5.1702446567981466e+17,"Salve a tutti, la buona scuola non si fa per pubblicità, ma si struttura ogni giorno nelle classi, nei laboratori con i propri allievi.",0.0,0.0,TW-BS,salva buono scuola pubblicità strutturare ogni giorno classe laboratorio proprio allievo,salve buona scuola fa pubblicità struttura ogni giorno classi laboratori propri allievi,salve buona scuola fa pubblicità struttura ogni giorno classi laboratori propri allievi,positive,anger
6.973859241251922e+17,Sallusti e Santanchè sono per le unioni naturali. Anche se non si direbbe.  [CONTINUA su https://t.co/oDPUtx2DvV],1.0,0.0,TW-SPINO,Sallusti Santanchè unione naturale dire continuare @url,sallusti santanchè unioni naturali direbbe continua @url,sallusti santanchè unioni naturali direbbe continua @url,negative,anger
1.3513271468792627e+17,Salgono le quotazioni dei Mario #Monti e #Balotelli. Su ebay prezzi stracciati per Silvio (venditore sconosciuto); senza offerte Maurizio.,0.0,0.0,TW-SENTIPOLC,salire quotazione Mario #Monti #Balotelli ebay prezzo stracciare Silvio venditore sconosciuto senza offerta Maurizio,salgono quotazioni mario #monti #balotelli ebay prezzi stracciati silvio venditore sconosciuto senza offerte maurizio,salgono quotazioni mario @hashtag @hashtag ebay prezzi stracciati silvio venditore sconosciuto senza offerte maurizio,negative,anger
6.238429450206536e+17,"Salento, extracomunitario muore mentre raccoglie pomodori. Era l'unico modo per prendersi una pausa. [ottone erminio]",1.0,1.0,TW-SPINO,Salento extracomunitario morire mentre raccogliere pomodoro unico modo prendere pausa ottone erminio,salento extracomunitario muore mentre raccoglie pomodori unico modo prendersi pausa ottone erminio,salento extracomunitario muore mentre raccoglie pomodori unico modo prendersi pausa ottone erminio,negative,anger
5.28586377613824e+17,Sai dove te la puoi ficcare la buona scuola? Vienici a trovare a scuola. Vivi anni da precario d 3fascia che vuoi cancellare.,1.0,1.0,TW-BS,saio te potere ficcare buono scuola venire trovare scuola vivo anno precario d 3fascia volere cancellare,sai te puoi ficcare buona scuola vienici trovare scuola vivi anni precario d 3fascia vuoi cancellare,sai te puoi ficcare buona scuola vienici trovare scuola vivi anni precario d 3fascia vuoi cancellare,negative,anger
1.582742901213143e+17,S&P ha declassato Mario Monti da Premier a Badante #declassaggi,1.0,0.0,TW-SENTIPOLC,S P declassare Mario Monti premier badare #declassaggi,s p declassato mario monti premier badante #declassaggi,s p declassato mario monti premier badante @hashtag,negative,anger
1.619151582083236e+17,"Rutelli: appoggio al governo #monti, sta lavorando bene #ballarò #osservatoriotivvù",0.0,0.0,TW-SENTIPOLC,Rutelli appoggio governo #monti lavorare bene #ballarò #osservatoriotivvù,rutelli appoggio governo #monti lavorando bene #ballarò #osservatoriotivvù,rutelli appoggio governo @hashtag lavorando bene @hashtag @hashtag,positive,joy
8.314609374041457e+17,rt RT AnciLiguria: https://t.co/ogL4vpJpSd Riunione con i Sindaci della Provincia di Imperia in tema di migranti. comuni_anci ANCI_comunic…,0.0,0.0,HSC,rt RT AnciLiguria @url riunione sindaco Provincia imperiare tema migrare comuni anci ANCI comunic,rt rt anciliguria @url riunione sindaci provincia imperia tema migranti comuni anci anci comunic,rt rt anciliguria @url riunione sindaci provincia imperia tema migranti comuni anci anci comunic,negative,fear
8.056811219335946e+17,"RT Corriere ""Da Lecco alla Siria col figlio piccolo per sposare un terrorista dell’Isis https://t.co/gUIMsZJF1S … https://t.co/R0Z2OkDxqr",0.0,0.0,HSC,RT Corriere Lecco Siria figlio piccolo sposare terrorista Isis @url @url,rt corriere lecco siria figlio piccolo sposare terrorista isis @url @url,rt corriere lecco siria figlio piccolo sposare terrorista isis @url @url,negative,anger
3.918040440520336e+17,RT @TweetComici: Quel momento in cui leggi la pagina di un libro e ti rendi conto di non aver capito niente.,1.0,0.0,TW-SENTIPOLC,RT @TweetComici momento leggere pagina libro rendere conto capire niente,rt @tweetcomici quel momento leggi pagina libro rendi conto aver capito niente,rt @mention quel momento leggi pagina libro rendi conto aver capito niente,positive,joy
3.967263640718008e+17,"RT @TweetComici: Ehi Martedì, lo so che non sei Lunedì, ma fai schifo lo stesso.",1.0,0.0,TW-SENTIPOLC,RT @TweetComici ehi martedì sapere lunedì schifo stesso,rt @tweetcomici ehi martedì so lunedì schifo stesso,rt @mention ehi martedì so lunedì schifo stesso,negative,anger
3.9656157690986496e+17,RT @tnkzay: 'GENITORI VS FIGLI' pt.12 'io alla tua età non passavo tutto questo tempo a computer' GRAZIE AL CAZZO NON ESISTEVA MANCO!,1.0,0.0,TW-SENTIPOLC,RT @tnkzay genitore VS figlio pt @number età passare tempo computer grazia cazzo esistere manco,rt @tnkzay genitori vs figli pt @number età passavo tempo computer grazie cazzo esisteva manco,rt @mention genitori vs figli pt @number età passavo tempo computer grazie cazzo esisteva manco,negative,anger
3.9330279818161766e+17,"RT @TaniuzzaCalabra: “ non si preoccupi signor Obama, quando parlo di bombe mi riferisco alle bruschette alla 'nduja"" #IntercettaME",1.0,0.0,TW-SENTIPOLC,RT @TaniuzzaCalabra preoccupare signore Obama quando parlare bomba riferire bruschetta nduja #IntercettaME,rt @taniuzzacalabra preoccupi signor obama quando parlo bombe riferisco bruschette nduja #intercettame,rt @mention preoccupi signor obama quando parlo bombe riferisco bruschette nduja @hashtag,negative,anger
3.918274191724585e+17,RT @sheerjous: 'tipi di persone su twitter' LA 'STUDIOSA'. Sta su twitter a dire che dovrebbe studiare invece di andare a farlo. http://t.…,1.0,1.0,TW-SENTIPOLC,RT @sheerjous tipo persona twitter studioso twitter dire dovere studiare invece andare @url,rt @sheerjous tipi persone twitter studiosa twitter dire dovrebbe studiare invece andare farlo @url,rt @mention tipi persone twitter studiosa twitter dire dovrebbe studiare invece andare farlo @url,positive,fear
3.919364418253865e+17,RT @sheerjous: 'tipi di persone su twitter' L'INNAMORATA. Lei che trova il fidanzato su twitter. http://t.co/QV6Jqxf6hQ,1.0,0.0,TW-SENTIPOLC,RT @sheerjous tipo persona twitter INNAMORATA trovare fidanzato twitter @url,rt @sheerjous tipi persone twitter innamorata trova fidanzato twitter @url,rt @mention tipi persone twitter innamorata trova fidanzato twitter @url,positive,joy
3.9675768483559424e+17,RT @SapeviGiaChe: Esiste un sito di incontri per calzini spaiati.,1.0,0.0,TW-SENTIPOLC,RT @SapeviGiaChe esistere sito incontro calzino spaiato,rt @sapevigiache esiste sito incontri calzini spaiati,rt @mention esiste sito incontri calzini spaiati,negative,anger
1.654715245250601e+17,"RT @On_Scilipoti: Il governo MONTI ha paralizzato l'Italia,non c'è categoria che non stia protestando..tutti segnali eloquenti che i professori hanno fallito!",0.0,0.0,TW-SENTIPOLC,RT @On Scilipoti governo monte paralizzare Italia categoria protestare segnale eloquente professore fallire,rt @on scilipoti governo monti paralizzato italia categoria protestando segnali eloquenti professori fallito,rt @mention governo monti paralizzato italia categoria protestando segnali eloquenti professori fallito,negative,anger
3.955165766631096e+17,RT @misSchianto: Spero sia colite. Ma ho paura sia amore.,1.0,0.0,TW-SENTIPOLC,RT @misSchianto sperare colite paura amore,rt @misschianto spero colite paura amore,rt @mention spero colite paura amore,negative,fear
3.93270556549972e+17,"RT @MimodiCreta: .@GianniCuperIoPD Compagno, si ricordi che quando verrà eletto, ciocorì e biancorì saranno gli unici snack ammessi! http:/…",1.0,0.0,TW-SENTIPOLC,RT @MimodiCreta @GianniCuperIoPD compagno ricordare quando venire eleggere ciocorì biancorì unico snack ammettere http,rt @mimodicreta @giannicuperiopd compagno ricordi quando verrà eletto ciocorì biancorì unici snack ammessi @url,rt @mention @mention compagno ricordi quando verrà eletto ciocorì biancorì unici snack ammessi @url,positive,joy
3.9196335521031776e+17,RT @Maxxie_: Ho un complesso di inferiorità verso il mio computer perché lui è più intelligente di me,1.0,0.0,TW-SENTIPOLC,RT @Maxxie complesso inferiorità verso computer intelligente me,rt @maxxie complesso inferiorità verso computer intelligente me,rt @mention complesso inferiorità verso computer intelligente me,negative,anger
3.920272171629609e+17,"RT @m4gny: Abbassare le aspettative da principe azzurro a ""poco nuvoloso"".",1.0,0.0,TW-SENTIPOLC,RT @m4gny abbassare aspettativa principe azzurro poco nuvoloso,rt @m4gny abbassare aspettative principe azzurro poco nuvoloso,rt @mention abbassare aspettative principe azzurro poco nuvoloso,positive,joy
3.9656157448557766e+17,RT @LouTomlinfiglio: Uscire dalla stanza in pigiama e trovarsi davanti sconosciuti che ti fissano. Cos'è? Non avete mai visto un pigiama co…,1.0,0.0,TW-SENTIPOLC,RT @LouTomlinfiglio uscire stanza pigiama trovare davanti sconosciuto fissare Cos mai vedere pigiama co,rt @loutomlinfiglio uscire stanza pigiama trovarsi davanti sconosciuti fissano cos mai visto pigiama co,rt @mention uscire stanza pigiama trovarsi davanti sconosciuti fissano cos mai visto pigiama co,positive,joy
3.9201663456904e+17,"RT @kidrauhlsv0jce: sono riuscita a cambiare il profilo, mo nevica.",1.0,0.0,TW-SENTIPOLC,RT @kidrauhlsv0jce riuscire cambiare profilo mo nevicare,rt @kidrauhlsv0jce riuscita cambiare profilo mo nevica,rt @mention riuscita cambiare profilo mo nevica,negative,sadness
3.955811928102953e+17,RT @insuavis: 'impacchettare gente a natale e spedirla a fanculo',1.0,0.0,TW-SENTIPOLC,RT @insuavis impacchettare gente natale spedire fanculo,rt @insuavis impacchettare gente natale spedirla fanculo,rt @mention impacchettare gente natale spedirla fanculo,negative,anger
3.9194344956782176e+17,"RT @Frank_slaugh: Ma esattamente, Valerio Scanu a quale specie vivente appartiene?",1.0,1.0,TW-SENTIPOLC,RT @Frank slaugh esattamente Valerio Scanu specie vivente appartenere,rt @frank slaugh esattamente valerio scanu specie vivente appartiene,rt @mention esattamente valerio scanu specie vivente appartiene,positive,joy
3.967061430763725e+17,"RT @davidexfabbri: Persino a Paperopoli i politici erano onesti, cazzo.",1.0,1.0,TW-SENTIPOLC,RT @davidexfabbri persino Paperopoli politico onesto cazzo,rt @davidexfabbri persino paperopoli politici onesti cazzo,rt @mention persino paperopoli politici onesti cazzo,negative,anger
3.967341729011712e+17,RT @cerebroteso: Quando morirò lasciate il mio profilo alla scienza.,1.0,0.0,TW-SENTIPOLC,RT @cerebroteso quando morire lasciare profilo scienza,rt @cerebroteso quando morirò lasciate profilo scienza,rt @mention quando morirò lasciate profilo scienza,negative,fear
3.955047364826234e+17,RT @Brunomgiordano: Non legalizzano la #cannabis Ma iper tassano le cartine. Questi sono geni della finanza. #governoletta #proibizionismo,1.0,1.0,TW-SENTIPOLC,RT @Brunomgiordano legalizzare #cannabis iper tassare cartina gene finanza #governoletta #proibizionismo,rt @brunomgiordano legalizzano #cannabis iper tassano cartine geni finanza #governoletta #proibizionismo,rt @mention legalizzano @hashtag iper tassano cartine geni finanza @hashtag @hashtag,negative,anger
3.9665470685841e+17,"RT @azael: forse quella della figlia di Ligresti non era proprio fame, magari aveva solo voglia di qualcosa di buono",1.0,1.0,TW-SENTIPOLC,RT @azael forse figlia Ligresti proprio fame magari solo volere qualcosa buono,rt @azael forse figlia ligresti proprio fame magari solo voglia qualcosa buono,rt @mention forse figlia ligresti proprio fame magari solo voglia qualcosa buono,negative,anger
3.933259301959968e+17,"RT @AuroraSantop: Non ero bella: ero alta,bionda con gli occhi azzurri. PROPRIO 'NA SCHIFEZZA. #succedesolonellefanfiction",1.0,0.0,TW-SENTIPOLC,RT @AuroraSantop bello alto biondo occhio azzurro proprio NA schifezza #succedesolonellefanfiction,rt @aurorasantop bella alta bionda occhi azzurri proprio na schifezza #succedesolonellefanfiction,rt @mention bella alta bionda occhi azzurri proprio na schifezza @hashtag,negative,anger
3.933323308003492e+17,RT @astridula8: @jackansa ma i libri sono il meno ahaha ... Chi ha il #culone dove lo appoggia???,1.0,0.0,TW-SENTIPOLC,RT @astridula8 @jackansa libro meno ahaha #culone appoggiare,rt @astridula8 @jackansa libri meno ahaha #culone appoggia,rt @mention @mention libri meno ahaha @hashtag appoggia,positive,joy
1.9305812069882675e+17,RT “@AgostinisV: Bossi è una vittima e l'Italia deve andare in default e lasciare l'euro: #Grillo ormai ha sbracato”,0.0,0.0,TW-SENTIPOLC,RT @AgostinisV Bossi vittima Italia dovere andare default lasciare euro #Grillo ormai sbracare,rt @agostinisv bossi vittima italia deve andare default lasciare euro #grillo ormai sbracato,rt @mention bossi vittima italia deve andare default lasciare euro @hashtag ormai sbracato,negative,anger
8.102092554207846e+17,"Roma. Ragazza cinese morta. Fermato un rom, denunciato un 16enne: si cerca un terzo uomo - https://t.co/QcnwxhA8ER https://t.co/n4bEjS6FXh",0.0,0.0,HSC,Roma ragazza cinese morire fermare rom denunciare 16enne cercare terzo uomo @url @url,roma ragazza cinese morta fermato rom denunciato 16enne cerca terzo uomo @url @url,roma ragazza cinese morta fermato rom denunciato 16enne cerca terzo uomo @url @url,negative,anger
8.187727035911699e+17,Roma. Operazione black Flag contro il terrorismo https://t.co/WIEQxp9WHa Dazebao,0.0,0.0,HSC,Roma operazione black Flag terrorismo @url dazebao,roma operazione black flag terrorismo @url dazebao,roma operazione black flag terrorismo @url dazebao,negative,anger
8.199152155842478e+17,Roma: immigrati tagliano alberi secolari riserva naturale https://t.co/SDradLX9zI,0.0,0.0,HSC,Roma immigrato tagliare albero secolare riserva naturale @url,roma immigrati tagliano alberi secolari riserva naturale @url,roma immigrati tagliano alberi secolari riserva naturale @url,negative,anger
7.822047319597343e+17,"Roma: banda di rom gli chiedeva il pizzo da 2 anni, ristoratore esausto li uccide a colpi di mitra - https://t.co/cFfUgJpvc9 via @saolinigm",0.0,0.0,HSC,Roma banda rom chiedere pizzo @number anno ristoratore esausto uccidere colpo mitra @url via @saolinigm,roma banda rom chiedeva pizzo @number anni ristoratore esausto uccide colpi mitra @url via @saolinigm,roma banda rom chiedeva pizzo @number anni ristoratore esausto uccide colpi mitra @url via @mention,negative,anger
6.844464082970829e+17,"Roma, uomo nudo nella basilica di San Pietro. Continua il tour di Grignani. [@pirata_21]",1.0,1.0,TW-SPINO,Roma uomo nudo basilica San Pietro continuare tour Grignani @pirata @number,roma uomo nudo basilica san pietro continua tour grignani @pirata @number,roma uomo nudo basilica san pietro continua tour grignani @mention,positive,joy
8.064188623172033e+17,"Roma, un nomade sorpreso a rubare le monetine nella fontana della ""Barcaccia"" https://t.co/b6RvkTM80F",0.0,0.0,HSC,Roma nomade sorprendere rubare monetina fontana barcaccia @url,roma nomade sorpreso rubare monetine fontana barcaccia @url,roma nomade sorpreso rubare monetine fontana barcaccia @url,negative,anger
7.114865114814956e+17,"Roma, tifoso dello Sparta Praga urina su una mendicante. Bel tentativo, ma uno straniero non può diventare sindaco.  [@milingopapa]",1.0,0.0,TW-SPINO,Roma tifoso sparto Praga urinare mendicante bel tentativo straniero potere diventare sindaco @milingopapa,roma tifoso sparta praga urina mendicante bel tentativo straniero può diventare sindaco @milingopapa,roma tifoso sparta praga urina mendicante bel tentativo straniero può diventare sindaco @mention,negative,anger
8.365971836926074e+17,"Roma, studentessa cinese morta: i rom non andranno in carcere https://t.co/V98ATQ6h8i https://t.co/tb8fbWfNbY",0.0,0.0,HSC,Roma studentessa cinese morto rom andare carcere @url @url,roma studentessa cinese morta rom andranno carcere @url @url,roma studentessa cinese morta rom andranno carcere @url @url,negative,fear
8.100617676867133e+17,"Roma, studentessa cinese morta: fermato un rom del campo nomadi  https://t.co/a5AT4132BZ",0.0,0.0,HSC,Roma studentessa cinese morto fermare rom campo nomade @url,roma studentessa cinese morta fermato rom campo nomadi @url,roma studentessa cinese morta fermato rom campo nomadi @url,negative,fear
8.419095136409025e+17,"Roma, scolarizzazione dei bambini rom? Un totale fallimento, buttati 10 milioni di euro https://t.co/spgn8fDDIK via @FCoglioni",0.0,0.0,HSC,Roma scolarizzazione bambino rom totale fallimento buttare @number milione euro @url via @FCoglioni,roma scolarizzazione bambini rom totale fallimento buttati @number milioni euro @url via @fcoglioni,roma scolarizzazione bambini rom totale fallimento buttati @number milioni euro @url via @mention,negative,anger
7.930597239941038e+17,"Roma, schiaffo alla povertà: centinaia di pasti destinati a rom e immigrati gettati nella spazzatura https://t.co/TpwTIjUzoj",0.0,0.0,HSC,Roma schiaffo povertà centinaio pasto destinare rom immigrato gettare spazzatura @url,roma schiaffo povertà centinaia pasti destinati rom immigrati gettati spazzatura @url,roma schiaffo povertà centinaia pasti destinati rom immigrati gettati spazzatura @url,negative,anger
8.451591721696174e+17,"Roma, scatta l’allerta terrorismo ma fanno più paura i black bloc  https://t.co/Mwt5BPPngj https://t.co/aUlyNCLjto",0.0,0.0,HSC,Roma scattare allertare terrorismo paura black bloc @url @url,roma scatta allerta terrorismo paura black bloc @url @url,roma scatta allerta terrorismo paura black bloc @url @url,negative,fear
8.23572978650796e+17,"Roma, rissa in un campo nomadi durante un censimento: 5 arresti https://t.co/6yJp8icItW",0.0,0.0,HSC,Roma rissa campo nomade durante censimento @number arresto @url,roma rissa campo nomadi durante censimento @number arresti @url,roma rissa campo nomadi durante censimento @number arresti @url,negative,anger
8.267460603537121e+17,"Roma, rapina e aggredisce una prostituta: arrestato nomade https://t.co/zkoIqTQmn7",0.0,0.0,HSC,Roma rapina aggredire prostituta arrestare nomade @url,roma rapina aggredisce prostituta arrestato nomade @url,roma rapina aggredisce prostituta arrestato nomade @url,negative,anger
8.372691545121875e+17,"Roma, rapina con spray in appartamento: arrestata nomade, caccia all'amica  https://t.co/NhkgRuyOGO",0.0,0.0,HSC,Roma rapina spray appartamento arrestato nomade cacciare amico @url,roma rapina spray appartamento arrestata nomade caccia amica @url,roma rapina spray appartamento arrestata nomade caccia amica @url,negative,anger
8.245764045241917e+17,"Roma, rapina al campo rom La Barbuta: tre arresti. L'ombra del racket https://t.co/g1q2Rh5KiR #italia https://t.co/ZVov4unNyL",0.0,0.0,HSC,Roma rapina campo rom barbuta tre arresto ombra racket @url #italia @url,roma rapina campo rom barbuta tre arresti ombra racket @url #italia @url,roma rapina campo rom barbuta tre arresti ombra racket @url @hashtag @url,negative,anger
8.247505365116518e+17,"Roma, rapina al campo rom La Barbuta: tre arresti. L'ombra del racket https://t.co/FRIo1DO91Z",0.0,0.0,HSC,Roma rapina campo rom barbuta tre arresto ombra racket @url,roma rapina campo rom barbuta tre arresti ombra racket @url,roma rapina campo rom barbuta tre arresti ombra racket @url,negative,anger
7.839355185264927e+17,"Roma, Raggi stanzia 12 milioni di euro per costruire nuovi campi rom: una “priorità” per i romani https://t.co/emDCwOVAmc",1.0,1.0,HSC,Roma raggio stanziare @number milione euro costruire nuovo campo rom priorità romano @url,roma raggi stanzia @number milioni euro costruire nuovi campi rom priorità romani @url,roma raggi stanzia @number milioni euro costruire nuovi campi rom priorità romani @url,negative,anger
8.120061030221907e+17,"Roma, Raggi annulla gli sgomberi dei campi rom: “Anche gli zingari hanno diritto alla casa” - SkyTg24News https://t.co/ZHV06ZFIzK",0.0,0.0,HSC,Roma raggio annullare sgombero campo rom zingaro diritto casa SkyTg 24News @url,roma raggi annulla sgomberi campi rom zingari diritto casa skytg24news @url,roma raggi annulla sgomberi campi rom zingari diritto casa skytg24news @url,negative,anger
8.250503436795904e+17,"Roma, nomade tenta di investire gli agenti, loro sparano all'auto: far west al campo rom di Salone https://t.co/ALgceTTA3R",0.0,0.0,HSC,Roma nomade tentare investire agente sparare auto west campo rom salone @url,roma nomade tenta investire agenti sparano auto far west campo rom salone @url,roma nomade tenta investire agenti sparano auto far west campo rom salone @url,negative,anger
6.29296008980267e+17,"Roma, nomade defeca davanti al Quirinale. Avendolo trovato occupato. [@sisivabbe]",1.0,1.0,TW-SPINO,Roma nomade defecare davanti Quirinale trovare occupare @sisivabbe,roma nomade defeca davanti quirinale avendolo trovato occupato @sisivabbe,roma nomade defeca davanti quirinale avendolo trovato occupato @mention,negative,anger
8.367059640950702e+17,"Roma, niente carcere per i due rom che hanno derubato la ragazza cinese https://t.co/ossOez8HWz via @FCoglioni",0.0,0.0,HSC,Roma niente carcere due rom derubare ragazza cinese @url via @FCoglioni,roma niente carcere due rom derubato ragazza cinese @url via @fcoglioni,roma niente carcere due rom derubato ragazza cinese @url via @mention,negative,anger
